datetime,strategy_file,strategy_name,symbol,test_scenarios,parameter_combination,average_return,return_std_dev,return_on_avg_invested_capital,win_rate,sharpe_ratio,percentile_25th_return,percentile_5th_return,best_case_return,worst_case_return,median_return,total_trades,param_slow_period,param_fast_period,param_cash_percentage
2025-08-06 13:14:17,adaptive_ma_crossover.py,"Adaptive MA(18,55) - Cash(0.10)(slow_period=55, fast_period=18, cash_percentage=0.1)",SDIV,20,"{'slow_period': 55, 'fast_period': 18, 'cash_percentage': 0.1}",0.015091347662088883,0.016651884370025814,0.2779417071014022,0.85,0.9062846778622862,0.0038563016221058732,-0.00934680497568196,0.04853648164845903,-0.01188842348808139,0.012409090434420955,92,55,18,0.1
2025-08-06 13:14:18,adaptive_ma_crossover.py,"Adaptive MA(8,45) - Cash(0.10)(slow_period=45, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 45, 'fast_period': 8, 'cash_percentage': 0.1}",0.00707253052845937,0.024836519308731157,0.06922935636006315,0.55,0.2847633535337239,-0.010889572399375352,-0.02256319298368386,0.06384289160890888,-0.02257462868792648,0.0007084176634513106,179,45,8,0.1
2025-08-06 13:14:20,adaptive_ma_crossover.py,"Adaptive MA(6,70) - Cash(0.10)(slow_period=70, fast_period=6, cash_percentage=0.1)",SDIV,20,"{'slow_period': 70, 'fast_period': 6, 'cash_percentage': 0.1}",0.005497978675940668,0.015512893997942355,0.10396731791465416,0.7,0.35441347543984536,-0.001500918568851456,-0.01876769462977324,0.04111139609281467,-0.0281895146946195,0.007024430575920726,125,70,6,0.1
2025-08-06 13:14:21,adaptive_ma_crossover.py,"Adaptive MA(8,65) - Cash(0.10)(slow_period=65, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 65, 'fast_period': 8, 'cash_percentage': 0.1}",0.009159990229020148,0.020733887786720886,-0.05373598834948949,0.7,0.44178835745830103,-0.0014686710537152592,-0.014486348334032229,0.06612305445857647,-0.018065738927601327,0.005955540237818746,96,65,8,0.1
2025-08-06 13:14:22,adaptive_ma_crossover.py,"Adaptive MA(2,30) - Cash(0.10)(slow_period=30, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 30, 'fast_period': 2, 'cash_percentage': 0.1}",0.010702339547160683,0.01515919207882326,0.24422802693000448,0.85,0.7059966976809662,0.0009330199981693599,-0.004157390480378408,0.054352690452449615,-0.021217235606536766,0.00896053083001569,340,30,2,0.1
2025-08-06 13:14:23,adaptive_ma_crossover.py,"Adaptive MA(2,5) - Cash(0.10)(slow_period=5, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 5, 'fast_period': 2, 'cash_percentage': 0.1}",0.01567104592449502,0.017938930458473893,0.3456134091582115,0.75,0.8735774945318671,0.00021401713136634526,-0.009127084494250325,0.050114769192040054,-0.010106796778855065,0.016929562560438316,1075,5,2,0.1
2025-08-06 13:14:25,adaptive_ma_crossover.py,"Adaptive MA(8,30) - Cash(0.10)(slow_period=30, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 30, 'fast_period': 8, 'cash_percentage': 0.1}",0.009603285660220978,0.018790799161395953,0.1243082859153998,0.75,0.5110631845797217,0.001030315944574034,-0.017721591460578653,0.05143884298962176,-0.0400298653186959,0.00965375408204372,216,30,8,0.1
2025-08-06 13:14:26,adaptive_ma_crossover.py,"Adaptive MA(5,5) - Cash(0.10)(slow_period=5, fast_period=5, cash_percentage=0.1)",SDIV,20,"{'slow_period': 5, 'fast_period': 12, 'cash_percentage': 0.1}",0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5,12,0.1
2025-08-06 13:14:27,adaptive_ma_crossover.py,"Adaptive MA(5,10) - Cash(0.10)(slow_period=10, fast_period=5, cash_percentage=0.1)",SDIV,20,"{'slow_period': 10, 'fast_period': 18, 'cash_percentage': 0.1}",0.011126811965593692,0.015236915417673566,0.21150033350691114,0.75,0.7302535756474376,0.0011415283812230004,-0.012249662542848965,0.042394604057120144,-0.013964988622193086,0.01138947314043215,517,10,18,0.1
2025-08-06 13:14:28,adaptive_ma_crossover.py,"Adaptive MA(10,75) - Cash(0.10)(slow_period=75, fast_period=10, cash_percentage=0.1)",SDIV,20,"{'slow_period': 75, 'fast_period': 10, 'cash_percentage': 0.1}",0.012145319839931851,0.021859054064620024,0.059559600558020835,0.5,0.555619644108464,-0.005228457712154688,-0.012028632262898376,0.06507531276363165,-0.012846433746204866,0.0005698729727443563,88,75,10,0.1
2025-08-06 13:14:29,adaptive_ma_crossover.py,"Adaptive MA(6,50) - Cash(0.10)(slow_period=50, fast_period=6, cash_percentage=0.1)",SDIV,20,"{'slow_period': 50, 'fast_period': 6, 'cash_percentage': 0.1}",0.006041188642547435,0.018447463716695377,0.011416194452998952,0.55,0.3274807168792543,-0.008206263332078523,-0.02276505054010101,0.036679102976450606,-0.023846638717048285,0.001474723373458664,154,50,6,0.1
2025-08-06 13:14:30,adaptive_ma_crossover.py,"Adaptive MA(6,15) - Cash(0.10)(slow_period=15, fast_period=6, cash_percentage=0.1)",SDIV,20,"{'slow_period': 15, 'fast_period': 6, 'cash_percentage': 0.1}",0.005244109073971987,0.014036735995442723,0.11231399747176815,0.6,0.37359889618744563,-0.00410820565211506,-0.00995692739118254,0.042531539596901924,-0.019691055645106426,0.004436039512082046,357,15,6,0.1
2025-08-06 13:14:32,adaptive_ma_crossover.py,"Adaptive MA(8,55) - Cash(0.10)(slow_period=55, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 55, 'fast_period': 8, 'cash_percentage': 0.1}",0.012966457195853398,0.019888519501859495,0.07784471408640943,0.75,0.6519568837007244,0.0005424927101359556,-0.01317948412074003,0.047119635891889944,-0.02572243560041898,0.011290388637007265,114,55,8,0.1
2025-08-06 13:14:33,adaptive_ma_crossover.py,"Adaptive MA(7,15) - Cash(0.10)(slow_period=15, fast_period=7, cash_percentage=0.1)",SDIV,20,"{'slow_period': 15, 'fast_period': 16, 'cash_percentage': 0.1}",0.009569644583041142,0.018292130465943735,0.18080014097069388,0.6,0.5231563704871827,-0.007041254888697612,-0.014044157612969498,0.04938864165168333,-0.018361867451366032,0.012281785507806897,360,15,16,0.1
2025-08-06 13:14:34,adaptive_ma_crossover.py,"Adaptive MA(14,70) - Cash(0.10)(slow_period=70, fast_period=14, cash_percentage=0.1)",SDIV,20,"{'slow_period': 70, 'fast_period': 14, 'cash_percentage': 0.1}",0.007085871921100484,0.019024672733324727,-0.05269371517375052,0.6,0.37245696787669086,-0.009664278596370368,-0.014003666367243312,0.05629505906269494,-0.020982224957867057,0.004243484535014219,90,70,14,0.1
2025-08-06 13:14:35,adaptive_ma_crossover.py,"Adaptive MA(16,45) - Cash(0.10)(slow_period=45, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 45, 'fast_period': 16, 'cash_percentage': 0.1}",0.007465705300103431,0.015342225742644695,0.09237608795287201,0.6,0.4866116185053924,-0.003714646134494015,-0.01625066523415366,0.03435575163934623,-0.018825253896321503,0.0020595092863117115,122,45,16,0.1
2025-08-06 13:14:36,adaptive_ma_crossover.py,"Adaptive MA(5,10) - Cash(0.10)(slow_period=10, fast_period=5, cash_percentage=0.1)",SDIV,20,"{'slow_period': 10, 'fast_period': 12, 'cash_percentage': 0.1}",0.015982505225505594,0.019026700715780012,0.3484098009694479,0.75,0.8400040271958616,0.0007612457907995585,-0.008995891301943754,0.04655937699030366,-0.015206096806159586,0.013399964555743993,491,10,12,0.1
2025-08-06 13:14:37,adaptive_ma_crossover.py,"Adaptive MA(8,75) - Cash(0.10)(slow_period=75, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 75, 'fast_period': 8, 'cash_percentage': 0.1}",0.007984847684240553,0.019420208058929092,0.011800042418699974,0.6,0.411161799091501,-0.008106270957942474,-0.021425520658015163,0.04947205302791713,-0.02376283812834734,0.010107892367298033,115,75,8,0.1
2025-08-06 13:14:39,adaptive_ma_crossover.py,"Adaptive MA(2,55) - Cash(0.10)(slow_period=55, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 55, 'fast_period': 2, 'cash_percentage': 0.1}",0.005552756150715499,0.023504339317706964,-0.03958769239732791,0.45,0.23624387291466378,-0.009795794840842531,-0.02293250984727857,0.0550531671876362,-0.027081583228449557,-0.0028150549499095234,258,55,2,0.1
2025-08-06 13:14:40,adaptive_ma_crossover.py,"Adaptive MA(6,25) - Cash(0.10)(slow_period=25, fast_period=6, cash_percentage=0.1)",SDIV,20,"{'slow_period': 25, 'fast_period': 6, 'cash_percentage': 0.1}",0.002679886439851814,0.01683577859159907,-0.04556436311050525,0.45,0.15917805198442428,-0.006912685905883759,-0.022740362328309397,0.04138891151233981,-0.030563650450711743,-0.002309615593594272,239,25,6,0.1
2025-08-06 13:14:41,adaptive_ma_crossover.py,"Adaptive MA(5,5) - Cash(0.10)(slow_period=5, fast_period=5, cash_percentage=0.1)",SDIV,20,"{'slow_period': 5, 'fast_period': 10, 'cash_percentage': 0.1}",0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5,10,0.1
2025-08-06 13:14:42,adaptive_ma_crossover.py,"Adaptive MA(14,65) - Cash(0.10)(slow_period=65, fast_period=14, cash_percentage=0.1)",SDIV,20,"{'slow_period': 65, 'fast_period': 14, 'cash_percentage': 0.1}",0.009680930625889827,0.014640264001682578,0.1546275083255033,0.65,0.661253828809181,-0.0008555612591466533,-0.009313706174056767,0.043006490432235145,-0.01870143486205711,0.009949859324816623,86,65,14,0.1
2025-08-06 13:14:43,adaptive_ma_crossover.py,"Adaptive MA(16,30) - Cash(0.10)(slow_period=30, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 30, 'fast_period': 16, 'cash_percentage': 0.1}",0.011683642847401138,0.019605570878087872,0.21426033757213428,0.7,0.5959348452566274,-0.0009390064301751933,-0.01668545365543201,0.05124312120023733,-0.02021105811980073,0.008111102470212739,160,30,16,0.1
2025-08-06 13:14:44,adaptive_ma_crossover.py,"Adaptive MA(2,75) - Cash(0.10)(slow_period=75, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 75, 'fast_period': 2, 'cash_percentage': 0.1}",0.006681367017363232,0.01346234113849359,0.12807449142114496,0.7,0.4963005281643653,-0.0046292400065225114,-0.01613541797163174,0.02827581286751002,-0.020310488192722187,0.009565401453170974,202,75,2,0.1
2025-08-06 13:14:46,adaptive_ma_crossover.py,"Adaptive MA(16,35) - Cash(0.10)(slow_period=35, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 35, 'fast_period': 16, 'cash_percentage': 0.1}",0.0008871342426450713,0.011875580283879122,-0.022073353229974238,0.5,0.07470239107804605,-0.00605249388413831,-0.01661010089255644,0.02765440589286361,-0.021401926563219043,-0.00046711494378831597,152,35,16,0.1
2025-08-06 13:14:47,adaptive_ma_crossover.py,"Adaptive MA(5,10) - Cash(0.10)(slow_period=10, fast_period=5, cash_percentage=0.1)",SDIV,20,"{'slow_period': 10, 'fast_period': 14, 'cash_percentage': 0.1}",0.014413662013822109,0.021645973513007285,0.29563650129002894,0.7,0.6658819020156702,-0.0008215089095061079,-0.01794688948457606,0.06778429156524224,-0.021149154273787274,0.015068576613952,515,10,14,0.1
2025-08-06 13:14:48,adaptive_ma_crossover.py,"Adaptive MA(10,20) - Cash(0.10)(slow_period=20, fast_period=10, cash_percentage=0.1)",SDIV,20,"{'slow_period': 20, 'fast_period': 10, 'cash_percentage': 0.1}",0.000919930209179387,0.01977835219618161,-0.06519424071997468,0.5,0.046511974306787184,-0.013325283061514925,-0.02267481448319106,0.04349741727064038,-0.03226650781718676,-0.0014963294474024669,274,20,10,0.1
2025-08-06 13:14:49,adaptive_ma_crossover.py,"Adaptive MA(12,50) - Cash(0.10)(slow_period=50, fast_period=12, cash_percentage=0.1)",SDIV,20,"{'slow_period': 50, 'fast_period': 12, 'cash_percentage': 0.1}",0.0054172287466115856,0.018733585941276432,0.03338791953347993,0.5,0.28917201242692125,-0.006622024448508346,-0.02262579799472626,0.03923827617448472,-0.023915881633537195,0.0014753275999699889,113,50,12,0.1
2025-08-06 13:14:50,adaptive_ma_crossover.py,"Adaptive MA(8,60) - Cash(0.10)(slow_period=60, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 60, 'fast_period': 8, 'cash_percentage': 0.1}",0.013875391435710354,0.019085078597741965,0.20386733176165844,0.75,0.7270282574236823,-0.00032000414591062953,-0.01487862621344293,0.05036245220326774,-0.020593375679231918,0.01442620405793249,118,60,8,0.1
2025-08-06 13:14:51,adaptive_ma_crossover.py,"Adaptive MA(2,15) - Cash(0.10)(slow_period=15, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 15, 'fast_period': 2, 'cash_percentage': 0.1}",0.011761237479526709,0.018480474345250998,0.23116021356813773,0.75,0.6364142640391177,0.0020294982487180924,-0.015790397533234763,0.04426828152020912,-0.025040473955221354,0.012728533754233329,534,15,2,0.1
2025-08-06 13:14:53,adaptive_ma_crossover.py,"Adaptive MA(8,35) - Cash(0.10)(slow_period=35, fast_period=8, cash_percentage=0.1)",SDIV,20,"{'slow_period': 35, 'fast_period': 8, 'cash_percentage': 0.1}",0.00714042392493987,0.017956835185611513,0.0516276399679388,0.6,0.39764378584158094,-0.003490825193678243,-0.014006340956050155,0.051315122932845236,-0.026723673619141297,0.006372064472135008,180,35,8,0.1
2025-08-06 13:14:54,adaptive_ma_crossover.py,"Adaptive MA(10,70) - Cash(0.10)(slow_period=70, fast_period=10, cash_percentage=0.1)",SDIV,20,"{'slow_period': 70, 'fast_period': 10, 'cash_percentage': 0.1}",0.006329237468674287,0.019601343180493745,0.047369932292548614,0.6,0.3228981509273722,-0.010771884522251085,-0.016225361232175124,0.04938166756756557,-0.016693722788213905,0.002487027236517503,105,70,10,0.1
2025-08-06 13:14:55,adaptive_ma_crossover.py,"Adaptive MA(10,15) - Cash(0.10)(slow_period=15, fast_period=10, cash_percentage=0.1)",SDIV,20,"{'slow_period': 15, 'fast_period': 10, 'cash_percentage': 0.1}",0.013562556804826497,0.016470785914181083,0.30706492119060647,0.85,0.8234310661004556,0.004029352824085897,-0.011752566503068601,0.05955531018889748,-0.013974402959248122,0.011983503473662616,351,15,10,0.1
2025-08-06 13:14:56,adaptive_ma_crossover.py,"Adaptive MA(4,75) - Cash(0.10)(slow_period=75, fast_period=4, cash_percentage=0.1)",SDIV,20,"{'slow_period': 75, 'fast_period': 4, 'cash_percentage': 0.1}",0.009924487831221334,0.016180346977933812,0.17983491636820267,0.65,0.6133668112776569,-0.002252779775820002,-0.011865855508120565,0.03977257557620684,-0.013164051385076148,0.0049907139072632445,136,75,4,0.1
2025-08-06 13:14:57,adaptive_ma_crossover.py,"Adaptive MA(16,40) - Cash(0.10)(slow_period=40, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 40, 'fast_period': 16, 'cash_percentage': 0.1}",0.012875428848956743,0.022469919897168216,0.18611866890220652,0.6,0.5730073319299805,-0.004961885487321044,-0.011817948420683327,0.054213343767214095,-0.013697072644831998,0.003874229625599024,120,40,16,0.1
2025-08-06 13:14:59,adaptive_ma_crossover.py,"Adaptive MA(16,65) - Cash(0.10)(slow_period=65, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 65, 'fast_period': 16, 'cash_percentage': 0.1}",0.00962235663908655,0.01686815872730416,0.10798108361782022,0.7,0.5704449901524242,-0.0023538395564543235,-0.016792457978127444,0.034437823974951876,-0.022223287743209807,0.015459712254876745,95,65,16,0.1
2025-08-06 13:15:00,adaptive_ma_crossover.py,"Adaptive MA(14,50) - Cash(0.10)(slow_period=50, fast_period=14, cash_percentage=0.1)",SDIV,20,"{'slow_period': 50, 'fast_period': 14, 'cash_percentage': 0.1}",0.00157640067843135,0.011926902316914501,-0.08020815085257242,0.65,0.13217184450280348,-0.008044213857472227,-0.01590837046144445,0.025304039930775124,-0.020984498268868834,0.0017077416242190502,130,50,14,0.1
2025-08-06 13:15:01,adaptive_ma_crossover.py,"Adaptive MA(12,55) - Cash(0.10)(slow_period=55, fast_period=12, cash_percentage=0.1)",SDIV,20,"{'slow_period': 55, 'fast_period': 12, 'cash_percentage': 0.1}",0.012329104861926204,0.01941900549457184,0.1677099812955955,0.65,0.6348988811694057,-0.0021742955339013603,-0.01397328908213808,0.06429686460790207,-0.019716059836051847,0.011469840659932728,94,55,12,0.1
2025-08-06 13:15:02,adaptive_ma_crossover.py,"Adaptive MA(2,35) - Cash(0.10)(slow_period=35, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 35, 'fast_period': 2, 'cash_percentage': 0.1}",0.010796968207323088,0.015133846227406251,0.1796549926167072,0.7,0.7134318695382668,-0.00010371835849956601,-0.016717967471350466,0.04038118827120085,-0.017232700428622794,0.011333111751669622,315,35,2,0.1
2025-08-06 13:15:03,adaptive_ma_crossover.py,"Adaptive MA(6,60) - Cash(0.10)(slow_period=60, fast_period=6, cash_percentage=0.1)",SDIV,20,"{'slow_period': 60, 'fast_period': 6, 'cash_percentage': 0.1}",0.004273458720820583,0.014558569216668277,0.004198634982265398,0.65,0.2935356254602169,-0.006506596300510842,-0.021189517312181945,0.02299751627078761,-0.023993523336439337,0.008577145736235914,144,60,6,0.1
2025-08-06 13:15:05,adaptive_ma_crossover.py,"Adaptive MA(2,45) - Cash(0.10)(slow_period=45, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 45, 'fast_period': 2, 'cash_percentage': 0.1}",0.0072583707451416846,0.013031054727498373,0.16577312669939342,0.65,0.5570056221024793,-0.003974217273062269,-0.010915566090719952,0.03246358455984222,-0.017273571269710186,0.007317796676535426,261,45,2,0.1
2025-08-06 13:15:06,adaptive_ma_crossover.py,"Adaptive MA(14,75) - Cash(0.10)(slow_period=75, fast_period=14, cash_percentage=0.1)",SDIV,20,"{'slow_period': 75, 'fast_period': 14, 'cash_percentage': 0.1}",0.010461274173595842,0.01622344185856221,0.13068839573318977,0.7,0.6448245856088003,-1.8324015673476524e-05,-0.008550585235024643,0.04572724648320037,-0.010066641595953496,0.003779630474366358,70,75,14,0.1
2025-08-06 13:15:07,adaptive_ma_crossover.py,"Adaptive MA(18,70) - Cash(0.10)(slow_period=70, fast_period=18, cash_percentage=0.1)",SDIV,20,"{'slow_period': 70, 'fast_period': 18, 'cash_percentage': 0.1}",0.0034917856728009953,0.013403888075281135,0.14298781148600123,0.55,0.2605054334376601,-0.004737947370177492,-0.013270030344913723,0.026629591226584592,-0.030993471161339547,0.0018874144617218036,81,70,18,0.1
2025-08-06 13:15:08,adaptive_ma_crossover.py,"Adaptive MA(16,75) - Cash(0.10)(slow_period=75, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 75, 'fast_period': 16, 'cash_percentage': 0.1}",0.004610370012142933,0.021145730657651393,-0.32318119880230095,0.4,0.2180284089864122,-0.008718346841264324,-0.018970810896296115,0.07020033906156242,-0.02010511324539599,0.0,63,75,16,0.1
2025-08-06 13:15:09,adaptive_ma_crossover.py,"Adaptive MA(16,55) - Cash(0.10)(slow_period=55, fast_period=16, cash_percentage=0.1)",SDIV,20,"{'slow_period': 55, 'fast_period': 16, 'cash_percentage': 0.1}",0.009734109067598352,0.02325943094220514,0.12184666335589708,0.65,0.4185016001374063,-0.003875772743016731,-0.014883799614668115,0.07161101068751852,-0.017459917761303623,0.004589394707515515,118,55,16,0.1
2025-08-06 13:15:11,adaptive_ma_crossover.py,"Adaptive MA(4,50) - Cash(0.10)(slow_period=50, fast_period=4, cash_percentage=0.1)",SDIV,20,"{'slow_period': 50, 'fast_period': 4, 'cash_percentage': 0.1}",0.003984799607900746,0.01768481826113797,-0.05416892828001849,0.5,0.22532318676167923,-0.007184083917206402,-0.014211458995584868,0.05389917976242509,-0.02457725756456386,4.095106800588999e-05,188,50,4,0.1
2025-08-06 13:15:12,adaptive_ma_crossover.py,"Adaptive MA(6,20) - Cash(0.10)(slow_period=20, fast_period=6, cash_percentage=0.1)",SDIV,20,"{'slow_period': 20, 'fast_period': 6, 'cash_percentage': 0.1}",0.012747306960481796,0.02202091198100154,0.21131914660615964,0.65,0.5788727992500714,-0.005566473694027296,-0.017542990238316642,0.07095229083437071,-0.019195252962813547,0.01209556805310652,276,20,6,0.1
2025-08-06 13:15:13,adaptive_ma_crossover.py,"Adaptive MA(4,25) - Cash(0.10)(slow_period=25, fast_period=4, cash_percentage=0.1)",SDIV,20,"{'slow_period': 25, 'fast_period': 4, 'cash_percentage': 0.1}",0.0044093302299345605,0.019335828958781918,0.027313913271988937,0.55,0.22803936874565378,-0.013751251987269897,-0.018151205027560957,0.060708042827880115,-0.02170728629722085,0.00037067522547373777,312,25,4,0.1
2025-08-06 13:15:14,adaptive_ma_crossover.py,"Adaptive MA(18,65) - Cash(0.10)(slow_period=65, fast_period=18, cash_percentage=0.1)",SDIV,20,"{'slow_period': 65, 'fast_period': 18, 'cash_percentage': 0.1}",0.0065660372502365115,0.018322413040711576,-0.01448979058807647,0.6,0.35836094490649634,-0.006460969620963625,-0.01428632693555274,0.054462833947279465,-0.023586504812879827,0.003524300987792106,79,65,18,0.1
2025-08-06 13:15:15,adaptive_ma_crossover.py,"Adaptive MA(2,20) - Cash(0.10)(slow_period=20, fast_period=2, cash_percentage=0.1)",SDIV,20,"{'slow_period': 20, 'fast_period': 2, 'cash_percentage': 0.1}",0.010296518841561431,0.016120422451903482,0.1762083924791324,0.75,0.6387251247466923,0.003543487661671868,-0.018623160768610852,0.03564160491466173,-0.020891369676529603,0.009482205715936387,455,20,2,0.1
